陕西,不是画面花里胡哨就显得高级，也不是剧情搞搞意识流就可以称之为艺术的。作为一名曾经的抑郁症患者，至少从我自身体验来说，抑郁症患者的形象绝不是电影里刻画的那样自卑敏感和害人。另外想说，建模稍微好看一点吧，我的眼睛也很珍贵，受不好一直看两张丑脸的面部特写镜头。
广东,动画必须时刻动起来、必须有变形的永动魅力、必须要拍实拍无法拍出的风格和效果，这三个关于动画的偏见，本片可以说是占满了。青涩的动画作者获得最好的技术加持后，毫无节制地在每一秒、每一个颗粒做加法，以及毫无节制的浅景深、前景遮挡导致信息无效传达。与其说他不晓得何为动画的静止美学，不如说他甚至不晓得动画为何而动。若说被这些动势模糊掉的世界展现在本作并不是那么重要、因此不需要一个大全景的话（有人会说毕竟这是主观而无法解释的梦境），那为何要依赖拖沓又看不清信息的长镜头跟随角色游走船的内部？就连海精灵追逐、丧气鬼入侵等戏码都不愿意给个稍全的远景镜头？可能这是春节档最有人文关怀的电影，但也是视觉上最污染眼睛的电影，本作上线流媒体的话，一定会因为国内流媒体的低码率糊成一片。
上海,打分低的观众们，我想你们应该都过得很幸福，每天都生活在阳光下吧……好几次的感同身受让我无法客观的给出评价…当小女孩发自内心的快乐时，我很害怕..害怕她的这种快乐转瞬即逝…南河就是她，她就是南河，能真正解救她出来的只有南河（她自己）…最后，“散场了，该醒醒了”（这句话有调侃的成分，可在我看来，是导演，是我，对自己接下来的新生活的一种自我鼓励方式吧……）这是至今为止我看过的最好的一部国漫，必须是五星大饭店。
四川,看完深海给我的感觉就是，一个差生想用华丽的词汇和丰富的语言想写好一个故事。
北京,球球国漫不要再追求视效了，真的已经够用了，分出点钱来找个正经编剧吧！！！！！！！
浙江,实话实说，当电影里角色说出抑郁症的时候，我情不自禁地竖出了中指。还有不是绚烂的色彩就是高级，美是内敛的，不是五彩缤纷的，你能用一次，不能每次都用，真是视觉污染。丝毫不觉得所谓粒子特效有多么神，男女主的cv让我听觉不适。从头到尾依全是依托答辩！
福建,前90分钟两星。世界观的引入和人物的塑造都过于潦草，故事发展非常儿戏且看不到一个有力度的主题，迫不及待展现技术却暴露出各种不用心的地方：用了很多长镜头式的表现手段但深海大饭店的空间结构依旧无法清晰呈现，极尽所能创造宏大场面却用空间感扁平的长焦镜头捕捉具体的人物，动作场面因水墨背景画风与3d人物动作的不协调造成速率的失衡。没想到结尾10分钟力挽狂澜，在一个极短的瞬间内道破一切故事的根源，以气力万钧的剪辑调动起观众的情绪，用应接不暇的前后呼应收束起所有的模糊比喻，让这虚伪荒谬的宏大冒险踏实而有力度地回归于细腻的人文关怀——这一切不过是一个孩子放逐自己的乌托邦，她的心智就像影片前90分钟一样，幼稚、没有方向，但始终怀揣着五彩斑斓的希望。这般明智的视角回归，让这碗冲破黑暗、拥抱现实的心灵鸡汤足够动人
重庆,"最搞笑的就是最后那个“醒醒吧散场了”，堪称春节档最佳总结奖，既然你们知道观众要睡着干嘛不好好写下剧本啊……
我对睡着两次的朋友说“还是蛮有自知之明他也知道观众会睡着啊”，后排男生附和道“对头，我也睡着了”"
上海,"南河这个角色很妙，他有时候是追逐名利的俗人，有时候又是忧郁的是会讲五颜六色的故事的，他做创意菜却不被理解，他追求五星好评却永远实现不了。直到他看到女孩落海而毫不犹豫地跳了下去。或许，他只是想救一个溺水的自己。
“因为我是萨摩耶，我生来就这样啊”"
广东,"找妈妈的故事×
找南河的故事✓
前半部分=五彩缤纷的依托答辩
后半部分=抑郁症符号的胡乱拼贴
《千与千寻》+《红辣椒》的低配一锅炖大杂烩，故事与设定不如前者、叙事与意象不如后者"
山东,凡是收割到本人眼泪的一律按照五星处理
广东,太残忍了，把五彩的梦碎掉给你看，还叫你要往前看。
陕西,不是画面花里胡哨就显得高级，也不是剧情搞搞意识流就可以称之为艺术的。作为一名曾经的抑郁症患者，至少从我自身体验来说，抑郁症患者的形象绝不是电影里刻画的那样自卑敏感和害人。另外想说，建模稍微好看一点吧，我的眼睛也很珍贵，受不好一直看两张丑脸的面部特写镜头。
云南,"海精灵——《幽灵公主》邪神

深海大饭店——《千与千寻》汤屋＋哈尔的移动城堡

田鼠——《千与千寻》煤小鬼

老金、阿花——《东京教父》

劈海——《加勒比海盗》

深海之眼——《天空之城》

挤破幕布——《红辣椒》

叙事架构——《少年π》＋《潘神的迷宫》＋弗洛伊德

再叠上东亚女buff＋抑郁症壳子＋网络鸡汤

合着梦境是个筐呗，啥都能往里装

"
内蒙古,难看到哭，毫无逻辑的情节，无缘无故的爱和恨，没有根只有矫情的人物，抑郁症的设定成为了人物设计上的最大败笔——悲惨的家庭、孩子的丧气之举和抑郁症之间的因果关系到底是怎样的？两个主角的活动线一个是找妈妈一个是赚钱，结果告诉观众这是将死之人的幻觉，把前面所有的人物动机和剧情全推翻了，妈妈也不找了钱也不挣了，我一个多小时看了个啥？一场梦，多低级的剧本！制作出来的奇观的确让人震撼，可是看太多就让人眼花缭乱，审美疲劳。南河是好人吗？是也不是，大家不是因为他是个好人而哭泣。“人之将死 其言也善”，只靠这一句话是打动不了有脑子的观众的。赔钱！
,没看懂女孩是怎么走出抑郁的，想见的人没见到，想救的人为了救自己死了，光想想就很地狱
浙江,=《千与千寻》+《少年派的奇幻漂流》+《哈尔的移动城堡》+《海洋之歌》+《泰坦尼克号》。整个就是一场濒死体验。对于抑郁的表达我非常不同意，电影完全不允许不快乐的存在，劝你要看开要相信希望，要与世界和解要与自己和解要接受现状，可这才是病态。三幕剧的格式，成长、原生家庭的主题关注儿童心理健康的呼吁是符合当代价值观的。参宿属水，以及动物与身边人的对应这都是亮点。剧情的破碎没有逻辑，以及用缤纷的视觉设计来呈现这样一场抑郁自杀后的濒死体验反倒有一种悲剧感，是电影最突出的优点
北京,博士后的技术，小学生的剧本。
山东,南河好像齐天大圣啊！他是那么温柔，就像我心中永远的大圣。愿所有被伤过的童年能走出阴霾
四川,决不鼓励这种只靠特效忽视剧情的内核自我感动式烂片。
浙江,男主真的是太丑了，嘴巴可以咧到耳朵根、眼睛可以瞪出眼眶，就是在最后像一个正常人一样和参宿说话的时候他的脸也是像一团果冻一样甩来甩去的，加上电影里面的各种屎尿屁元素，比如在洗脚盆里煮起来的海精灵疙瘩汤、用痰盂装疙瘩汤、黏糊糊的丧气鬼、充满了粘液而且晃来晃去的各种菜品，导演可真喜欢在观众的审美点上蹦迪，想方设法的把这些东西做得足够恶心，五彩斑斓的💩也不过如此，使用舌尖上的中国里的配乐简直就是对舌尖上的中国的一种侮辱。第二，请不要营销什么粒子水墨，麻烦主创好好看看中国的水墨画应该是什么样子的，你这明显的油画风格还是别碰瓷水墨了。第三，请不要消费抑郁症了，我有一位有轻微抑郁症的朋友看了之后并不觉得治愈呢，如果抑郁症患者这么容易就能被拯救也没有这么多抑郁症患者自鲨了，这种一命换一命怕是更致郁。
新疆,老zhong是不会塑造除了 沈腾式表面爱财内心保有一点善良 以外的任何男性人物嘛✌画面非常精美，但是为什么内核老是这种被这种破男人拯救的故事？参宿结尾在虚假的妈妈幻想中选择了冲破牢笼，和真实的爱他的南河醒来，但是为什么东亚女非要在真实和虚假的爱中选来选去，而不是自己爱自己呢……最狗屁的就是你打着关爱抑郁症患者的旗号，内核还是从外界寻求爱，而不是自己真的值得被爱，学会自己爱自己。剧情拖沓节奏混乱，编剧也觉得说不通吧喝喝。
广东,谢谢田晓鹏导演的一场梦，前一个小时头一次让我感受到呆在电影院里是如此的难受。
四川,画风确实是非常不错，能给我美的感受，后面是关于电影的思考。能看出来导演是在造梦，造一个名字叫救赎与寄托的梦，最后一行字“献给走出长夜的你”，这里我认为导演其实是不怎么懂走出长夜的，以至于他的叙事还是偏向于造梦，我是自己走出过长夜的人，那些真实的伤痛是靠意志力，靠独立思考，靠一步一步坚持，可以说走到今天是极为不易的，我理解的走出长夜大概应该是小女孩站起来的心路历程，并不是说期盼救赎不对，只是说太过梦幻太过童话，显得辜负了我们奋力走出长夜这一路的风景，前方并非光亮坦途，途中不会有小丑拉你一把，回望这一程，你依仗的，你拥有的，都是你的那颗心，那颗勇敢无畏，坚韧的心。
