search URL:,https://patents.google.com/?q=%28%E6%90%9C%E7%B4%A2%29&assignee=%E7%99%BE%E5%BA%A6%E5%9C%A8%E7%BA%BF%E7%BD%91%E7%BB%9C%E6%8A%80%E6%9C%AF%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&oq=%E6%90%9C%E7%B4%A2
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-104809237-B,LSM-tree索引的优化方法和装置 ,百度在线网络技术（北京）有限公司,"孙君意, 覃安, 颜世光, 李康, 徐佩林",2015-05-12,2015-05-12,2018-12-14,2018-12-14,https://patents.google.com/patent/CN104809237B/zh,
CN-104580244-B,恶意点击的防御方法和装置 ,百度在线网络技术（北京）有限公司,"李晓刚, 霍庆, 周杰, 郭乐, 李云龙, 卢珺珈",2015-01-26,2015-01-26,2018-03-13,2018-03-13,https://patents.google.com/patent/CN104580244B/zh,
CN-107783960-B,用于抽取信息的方法、装置和设备 ,百度在线网络技术（北京）有限公司,"孙明明, 李平",2017-10-23,2017-10-23,2021-07-23,2021-07-23,https://patents.google.com/patent/CN107783960B/zh,https://patentimages.storage.googleapis.com/cc/b5/d1/b09e735dbef9e8/HDA0001442540850000011.png
CN-103914689-B,基于人脸识别的图片裁剪方法及装置 ,百度在线网络技术（北京）有限公司,"陈柄辰, 邓亚峰, 陈岳峰, 牛正雨",2014-04-09,2014-04-09,2017-03-15,2017-03-15,https://patents.google.com/patent/CN103914689B/zh,
CN-104572846-B,一种热词推荐方法、装置和系统 ,百度在线网络技术（北京）有限公司,刘海涛,2014-12-12,2014-12-12,2018-10-16,2018-10-16,https://patents.google.com/patent/CN104572846B/zh,
CN-103970906-B,视频标签的建立方法和装置、视频内容的显示方法和装置 ,百度在线网络技术（北京）有限公司,高浩渊,2014-05-27,2014-05-27,2017-07-04,2017-07-04,https://patents.google.com/patent/CN103970906B/zh,
CN-108491529-B,信息推荐方法及装置 ,百度在线网络技术（北京）有限公司,牛化康,2018-03-28,2018-03-28,2021-11-16,2021-11-16,https://patents.google.com/patent/CN108491529B/zh,https://patentimages.storage.googleapis.com/8f/f9/fb/bbcb32c263cb9a/HDA0001611639590000011.png
CN-107832662-B,一种获取图片标注数据的方法和系统 ,百度在线网络技术（北京）有限公司,"刘国翌, 李广, 韩树民",2017-09-27,2017-09-27,2022-05-27,2022-05-27,https://patents.google.com/patent/CN107832662B/zh,https://patentimages.storage.googleapis.com/22/52/cd/90e4e306978a4b/HDA0001420908680000011.png
CN-105719649-B,语音识别方法及装置 ,百度在线网络技术（北京）有限公司,"穆向禹, 张东栋",2016-01-19,2016-01-19,2019-07-05,2019-07-05,https://patents.google.com/patent/CN105719649B/zh,
CN-105320766-B,信息推送方法和装置 ,百度在线网络技术（北京）有限公司,"徐云峰, 赵继承, 陈炜于",2015-10-28,2015-10-28,2019-04-19,2019-04-19,https://patents.google.com/patent/CN105320766B/zh,
CN-104102713-B,推荐结果的展现方法和装置 ,百度在线网络技术（北京）有限公司,"胡雨舟, 雷振, 刘晓波, 赵鹏, 王海峰, 李莹",2014-07-16,2014-07-16,2018-01-19,2018-01-19,https://patents.google.com/patent/CN104102713B/zh,
CN-106887225-B,基于卷积神经网络的声学特征提取方法、装置和终端设备 ,百度在线网络技术（北京）有限公司,"李超, 李先刚",2017-03-21,2017-03-21,2020-04-07,2020-04-07,https://patents.google.com/patent/CN106887225B/zh,https://patentimages.storage.googleapis.com/5f/cd/60/d2eaa99c03f1c8/HDA0001250788980000011.png
CN-104573715-B,图像主体区域的识别方法及装置 ,百度在线网络技术（北京）有限公司,"陈世佳, 李旭斌, 文石磊, 余轶南",2014-12-30,2014-12-30,2017-07-25,2017-07-25,https://patents.google.com/patent/CN104573715B/zh,
CN-108416003-B,一种图片分类方法和装置、终端、存储介质 ,百度在线网络技术（北京）有限公司,孙世文,2018-02-27,2018-02-27,2021-12-21,2021-12-21,https://patents.google.com/patent/CN108416003B/zh,https://patentimages.storage.googleapis.com/a9/43/59/938f1f6fe3198f/HDA0001584010310000011.png
CN-105070283-B,为歌声语音配乐的方法和装置 ,百度在线网络技术（北京）有限公司,李培帅,2015-08-27,2015-08-27,2019-07-09,2019-07-09,https://patents.google.com/patent/CN105070283B/zh,
CN-105187866-B,广告投放方法和装置 ,百度在线网络技术（北京）有限公司,刘联东,2015-09-15,2015-09-15,2019-04-02,2019-04-02,https://patents.google.com/patent/CN105187866B/zh,
CN-105224278-B,语音交互服务处理方法及装置 ,百度在线网络技术（北京）有限公司,"张莉, 祖明, 沈毅",2015-08-21,2015-08-21,2019-02-22,2019-02-22,https://patents.google.com/patent/CN105224278B/zh,
CN-105701155-B,信息推送方法和装置 ,百度在线网络技术（北京）有限公司,"秦首科, 张泽明, 马小林, 陈志扬, 韩友",2015-12-30,2015-12-30,2019-05-31,2019-05-31,https://patents.google.com/patent/CN105701155B/zh,
CN-107515877-B,敏感主题词集的生成方法和装置 ,百度在线网络技术（北京）有限公司,"王经委, 张杰伟, 张霄, 欧林鑫, 罗伟",2016-06-16,2016-06-16,2021-07-20,2021-07-20,https://patents.google.com/patent/CN107515877B/zh,https://patentimages.storage.googleapis.com/90/56/66/1d61f283845e9c/HDA0001019685410000011.png
CN-104573028-B,实现智能问答的方法和系统 ,百度在线网络技术（北京）有限公司,"马艳军, 李国华, 孙兴武, 李兴建, 张伟萌, 韦豪杰, 廖梦, 宗明, 张希娟, 吴华, 王海峰",2015-01-14,2015-01-14,2019-01-25,2019-01-25,https://patents.google.com/patent/CN104573028B/zh,
CN-107908740-B,信息输出方法和装置 ,百度在线网络技术（北京）有限公司,周旭辉,2017-11-15,2017-11-15,2022-11-22,2022-11-22,https://patents.google.com/patent/CN107908740B/zh,https://patentimages.storage.googleapis.com/73/a6/76/393acc986a4ce4/HDA0001469817100000011.png
CN-104809154-B,用于资讯推荐的方法及装置 ,百度在线网络技术（北京）有限公司,辛愿,2015-03-19,2015-03-19,2019-03-08,2019-03-08,https://patents.google.com/patent/CN104809154B/zh,
CN-105184204-B,一种物品识别装置、智能冰箱及用户终端 ,百度在线网络技术（北京）有限公司,郭维,2015-07-10,2015-07-10,2018-06-19,2018-06-19,https://patents.google.com/patent/CN105184204B/zh,
CN-104899302-B,向用户推荐音乐的方法和装置 ,百度在线网络技术（北京）有限公司,刘禹,2015-06-10,2015-06-10,2018-07-17,2018-07-17,https://patents.google.com/patent/CN104899302B/zh,
CN-109523597-B,相机外参的标定方法和装置 ,百度在线网络技术（北京）有限公司,"周珣, 谢远帆, 王亮",2017-09-18,2017-09-18,2022-06-03,2022-06-03,https://patents.google.com/patent/CN109523597B/zh,https://patentimages.storage.googleapis.com/26/42/40/900019b17d57a3/HDA0001411096820000011.png
CN-107609152-B,用于扩展查询式的方法和装置 ,百度在线网络技术（北京）有限公司,"钟辉强, 尹存祥, 沈剑平, 徐国强",2017-09-22,2017-09-22,2021-03-09,2021-03-09,https://patents.google.com/patent/CN107609152B/zh,https://patentimages.storage.googleapis.com/ba/d7/ab/0be47dadcc4a29/HDA0001416505870000011.png
CN-106303955-B,用于对无线热点和poi进行匹配的方法和装置 ,百度在线网络技术（北京）有限公司,"汪天, 汪天一, 李超, 吴海山",2016-08-05,2016-08-05,2018-06-19,2018-06-19,https://patents.google.com/patent/CN106303955B/zh,
CN-105574098-B,知识图谱的生成方法及装置、实体对比方法及装置 ,百度在线网络技术（北京）有限公司,"戴祥鹰, 甘露, 秦敏, 李�浩, 陈晓昕, 罗雨, 李羽",2015-12-11,2015-12-11,2019-02-12,2019-02-12,https://patents.google.com/patent/CN105574098B/zh,
CN-104636482-B,用于确定目标地址的方法和装置 ,百度在线网络技术（北京）有限公司,"殷磊, 项雯怡",2015-02-16,2015-02-16,2019-03-26,2019-03-26,https://patents.google.com/patent/CN104636482B/zh,
CN-105335519-B,模型生成方法及装置、推荐方法及装置 ,百度在线网络技术（北京）有限公司,"黄际洲, 孙明明, 丁世强, 王海峰",2015-11-18,2015-11-18,2021-08-17,2021-08-17,https://patents.google.com/patent/CN105335519B/zh,https://patentimages.storage.googleapis.com/a5/6c/ef/eecf236b39c9d6/HDA0000850288470000011.png
CN-107680580-B,文本转换模型训练方法和装置、文本转换方法和装置 ,百度在线网络技术（北京）有限公司,陈汉英,2017-09-28,2017-09-28,2020-08-18,2020-08-18,https://patents.google.com/patent/CN107680580B/zh,https://patentimages.storage.googleapis.com/7d/54/54/023be17d79470c/HDA0001422572940000011.png
CN-108228798-B,确定点云数据之间的匹配关系的方法和装置 ,百度在线网络技术（北京）有限公司,"闫淼, 湛逸飞, 周旺, 段雄, 郎咸朋, 马常杰",2017-12-29,2017-12-29,2021-09-17,2021-09-17,https://patents.google.com/patent/CN108228798B/zh,https://patentimages.storage.googleapis.com/6f/e1/ad/44f010a0b163d0/HDA0001533296150000011.png
CN-107995536-B,一种提取视频预览的方法、装置、设备和计算机存储介质 ,百度在线网络技术（北京）有限公司,"于新卫, 曾茜, 李甫, 文石磊, 姜佳岐, 张鑫, 李峰, 张宝玉, 齐萌, 宫礼星, 韩蓉蓉, 宋岳阳, 孟凡天, 王海平, 刘霄, 孙昊, 李旭斌, 常程浩",2017-11-28,2017-11-28,2020-01-21,2020-01-21,https://patents.google.com/patent/CN107995536B/zh,https://patentimages.storage.googleapis.com/2e/27/1e/b8d9c823bf0c05/HDA0001485310860000011.png
CN-105513591-B,用lstm循环神经网络模型进行语音识别的方法和装置 ,百度在线网络技术（北京）有限公司,"白锦峰, 苏丹, 胡娜, 贾磊",2015-12-21,2015-12-21,2019-09-03,2019-09-03,https://patents.google.com/patent/CN105513591B/zh,
CN-107680019-B,一种考试方案的实现方法、装置、设备及存储介质 ,百度在线网络技术（北京）有限公司,"张仕梁, 于静磊, 袁旺红",2017-09-30,2017-09-30,2021-09-24,2021-09-24,https://patents.google.com/patent/CN107680019B/zh,https://patentimages.storage.googleapis.com/9a/6a/1d/a820c3a90a48b1/HDA0001426209940000011.png
CN-112015859-B,文本的知识层次抽取方法及装置、计算机设备及可读介质 ,百度在线网络技术（北京）有限公司,"范淼, 叶森, 孙明明, 李平, 王海峰",2019-05-31,2019-05-31,2023-08-18,2023-08-18,https://patents.google.com/patent/CN112015859B/zh,
CN-109036384-B,语音识别方法和装置 ,百度在线网络技术（北京）有限公司,"陈旭, 翟传磊, 白锦峰",2018-09-06,2018-09-06,2019-11-15,2019-11-15,https://patents.google.com/patent/CN109036384B/zh,
CN-111595358-B,导航数据处理方法、路径诱导方法、设备及存储介质 ,百度在线网络技术（北京）有限公司,"张婕, 殷志东",2020-06-05,2020-06-05,2022-03-29,2022-03-29,https://patents.google.com/patent/CN111595358B/zh,https://patentimages.storage.googleapis.com/9d/da/1d/eec7f5905c7ca5/HDA0002527294110000011.png
CN-109117169-B,用于修复内核漏洞的方法和装置 ,百度在线网络技术（北京）有限公司,"夏良钊, 郑龙日, 卢永强, 包沉浮, 张煜龙, 韦韬",2016-12-12,2016-12-12,2022-06-07,2022-06-07,https://patents.google.com/patent/CN109117169B/zh,https://patentimages.storage.googleapis.com/ef/d5/d0/aef0c38b598e5e/HDA0001745545170000011.png
CN-106776619-B,用于确定目标对象的属性信息的方法和装置 ,百度在线网络技术（北京）有限公司,"高福亮, 侯文�, 李冰冰",2015-11-20,2015-11-20,2020-09-04,2020-09-04,https://patents.google.com/patent/CN106776619B/zh,https://patentimages.storage.googleapis.com/b0/69/a0/240e758d1f7c79/HDA0000853341960000011.png
CN-107330034-B,一种日志分析方法和装置、计算机设备、存储介质 ,百度在线网络技术（北京）有限公司,"王辉, 姚垒",2017-06-26,2017-06-26,2020-08-07,2020-08-07,https://patents.google.com/patent/CN107330034B/zh,https://patentimages.storage.googleapis.com/7e/16/7c/f3f38cadb6ca1a/HDA0001332517380000011.png
CN-110718223-B,用于语音交互控制的方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"白锦峰, 翟传磊, 陈旭, 陈涛, 马啸空, 张策, 吴震, 彭星源, 王知践, 钱胜, 王桂彬, 贾磊",2019-10-28,2019-10-28,2021-02-12,2021-02-12,https://patents.google.com/patent/CN110718223B/zh,https://patentimages.storage.googleapis.com/5b/a1/de/c97a4d9d0f4f32/HDA0002250781150000011.png
CN-104765874-B,用于检测点击作弊的方法及装置 ,百度在线网络技术（北京）有限公司,"庄馨, 田天, 朱军, 夏粉, 张潼",2015-04-24,2015-04-24,2019-03-26,2019-03-26,https://patents.google.com/patent/CN104765874B/zh,
CN-103076892-B,一种用于提供输入字符串所对应的输入候选项的方法与设备 ,百度在线网络技术（北京）有限公司,"陆阳阳, 孟可丰",2012-12-31,2012-12-31,2016-09-28,2016-09-28,https://patents.google.com/patent/CN103076892B/zh,
CN-109545230-B,车辆内的音频信号处理方法和装置 ,百度在线网络技术（北京）有限公司,耿雷,2018-12-05,2018-12-05,2021-10-19,2021-10-19,https://patents.google.com/patent/CN109545230B/zh,https://patentimages.storage.googleapis.com/99/d3/86/5c0039ae8c9640/HDA0001893300310000011.png
CN-107733922-B,用于调用服务的方法和装置 ,百度在线网络技术（北京）有限公司,任连杰,2017-11-20,2017-11-20,2020-12-08,2020-12-08,https://patents.google.com/patent/CN107733922B/zh,https://patentimages.storage.googleapis.com/1d/55/09/b87e5a2b9324c9/RE-HDA0001543035350000011.png
CN-103945007-B,信息推送方法和装置 ,百度在线网络技术（北京）有限公司,刘敏,2014-05-08,2014-05-08,2017-09-15,2017-09-15,https://patents.google.com/patent/CN103945007B/zh,
CN-108304835-B,文字检测方法和装置 ,百度在线网络技术（北京）有限公司,"刘家铭, 章成全, 韩钧宇, 丁二锐",2018-01-30,2018-01-30,2019-12-06,2019-12-06,https://patents.google.com/patent/CN108304835B/zh,
CN-108090916-B,用于跟踪视频中的目标图形的方法和装置 ,百度在线网络技术（北京）有限公司,"王健, 文石磊, 刘霄, 李旭斌, 丁二锐",2017-12-21,2017-12-21,2019-05-07,2019-05-07,https://patents.google.com/patent/CN108090916B/zh,
CN-109040824-B,视频处理方法、装置、电子设备和可读存储介质 ,百度在线网络技术（北京）有限公司,姚淼,2018-08-28,2018-08-28,2020-07-28,2020-07-28,https://patents.google.com/patent/CN109040824B/zh,https://patentimages.storage.googleapis.com/da/82/a1/c6d140f2d75aa6/HDA0001779573420000011.png
CN-107995535-B,一种展示视频的方法、装置、设备和计算机存储介质 ,百度在线网络技术（北京）有限公司,"于新卫, 曾茜, 李甫, 文石磊, 姜佳岐, 张鑫, 李峰, 张宝玉, 齐萌, 宫礼星, 韩蓉蓉, 宋岳阳, 孟凡天, 王海平, 刘霄, 孙昊, 李旭斌, 常程浩",2017-11-28,2017-11-28,2019-11-26,2019-11-26,https://patents.google.com/patent/CN107995535B/zh,
CN-110534095-B,语音识别方法、装置、设备以及计算机可读存储介质 ,百度在线网络技术（北京）有限公司,"彭星源, 邵俊尧, 贾磊",2019-08-22,2019-08-22,2020-10-23,2020-10-23,https://patents.google.com/patent/CN110534095B/zh,https://patentimages.storage.googleapis.com/0a/30/11/c5ce17e63bda98/HDA0002176197700000011.png
CN-105957516-B,多语音识别模型切换方法及装置 ,百度在线网络技术（北京）有限公司,"蒋兵, 李先刚, 丁科",2016-06-16,2016-06-16,2019-03-08,2019-03-08,https://patents.google.com/patent/CN105957516B/zh,
CN-106897439-B,文本的情感识别方法、装置、服务器以及存储介质 ,百度在线网络技术（北京）有限公司,刘坤,2017-02-28,2017-02-28,2020-04-14,2020-04-14,https://patents.google.com/patent/CN106897439B/zh,https://patentimages.storage.googleapis.com/68/35/de/e4cbcae5ac4c9f/HDA0001234920440000011.png
CN-105280183-B,语音交互方法和系统 ,百度在线网络技术（北京）有限公司,穆向禹,2015-09-10,2015-09-10,2017-06-20,2017-06-20,https://patents.google.com/patent/CN105280183B/zh,
CN-105069102-B,信息推送方法和装置 ,百度在线网络技术（北京）有限公司,"裘皓萍, 陈炜于",2015-08-03,2015-08-03,2017-05-24,2017-05-24,https://patents.google.com/patent/CN105069102B/zh,
CN-104240163-B,一种小区智能推荐方法及装置 ,百度在线网络技术（北京）有限公司,"潘银盈, 康波, 王怡, 周美美",2014-09-28,2014-09-28,2017-09-05,2017-09-05,https://patents.google.com/patent/CN104240163B/zh,
CN-104007991-B,应用程序界面布局调整方法和装置 ,百度在线网络技术（北京）有限公司,"林华, 关公伯",2014-06-06,2014-06-06,2019-06-14,2019-06-14,https://patents.google.com/patent/CN104007991B/zh,
CN-102622435-B,一种检测黑链的方法和装置 ,百度在线网络技术（北京）有限公司,周向荣,2012-02-29,2012-02-29,2017-12-12,2017-12-12,https://patents.google.com/patent/CN102622435B/zh,
CN-108901056-B,用于交互信息的方法和装置 ,百度在线网络技术（北京）有限公司,魏利开,2018-06-21,2018-06-21,2020-09-08,2020-09-08,https://patents.google.com/patent/CN108901056B/zh,https://patentimages.storage.googleapis.com/68/69/1b/5e7f474c1652ce/HDA0001703125300000011.png
CN-106228980-B,数据处理方法和装置 ,百度在线网络技术（北京）有限公司,"李先刚, 丁科",2016-07-21,2016-07-21,2019-07-05,2019-07-05,https://patents.google.com/patent/CN106228980B/zh,
CN-105183720-B,基于rnn模型的机器翻译方法和装置 ,百度在线网络技术（北京）有限公司,"蓝翔, 胡晓光, 李伟",2015-08-05,2015-08-05,2019-07-09,2019-07-09,https://patents.google.com/patent/CN105183720B/zh,
